CGATS.17

ORIGINATOR	i1Profiler - X-Rite, Inc.
INSTRUMENTATION	i1Pro ; Serial number 850763
DESCRIPTOR	차트 917 패치v
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	D50
OBSERVER_ANGLE	2
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	DEVCALSTD
DEVCALSTD	XRGA
CREATED2025-11-24 22:18:11

NUMBER_OF_FIELDS	49
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	LAB_C	LAB_H
END_DATA_FORMAT

NUMBER_OF_SETS	917
BEGIN_DATA
824	R11	255	255	244	0.76999	0.80604	0.62983	91.96	-1.44	3.35	3.65	113.28
825	R12	127	127	94	0.21971	0.22718	0.16293	54.78	0.31	5.58	5.58	86.83
826	R13	252	252	237	0.74426	0.78002	0.58868	90.78	-1.61	5.4	5.64	106.58
827	R14	127	160	94	0.24198	0.25898	0.17765	57.94	-3.32	7.62	8.31	113.56
828	S1	160	127	127	0.26272	0.26142	0.19679	58.17	4.44	3.86	5.88	40.98
829	S2	255	127	63	0.53003	0.42788	0.15352	71.41	32.82	36.53	49.11	48.07
830	S3	160	127	94	0.24513	0.24328	0.1623	56.41	4.61	8.54	9.71	61.64
831	S4	30	30	15	0.06645	0.06534	0.04605	30.72	3.61	4.13	5.48	48.85
832	S5	160	191	191	0.3525	0.37533	0.33506	67.68	-3.15	-3.83	4.96	230.55
833	S6	160	94	0	0.19178	0.18504	0.06115	50.1	6.94	29.96	30.75	76.96
834	S7	160	160	224	0.36891	0.37549	0.42238	67.69	2.26	-15.7	15.86	278.21
835	S8	160	127	0	0.199	0.20558	0.06392	52.46	0.39	32.78	32.79	89.32
836	S9	160	160	191	0.3231	0.33073	0.30579	64.22	1.51	-5.34	5.55	285.8
837	S10	30	15	30	0.06417	0.06022	0.049	29.47	6.64	0.36	6.65	3.14
838	S11	160	191	160	0.3502	0.37309	0.30048	67.51	-3.21	1.16	3.42	160.11
839	S12	15	30	30	0.05861	0.05977	0.05007	29.35	1.1	-0.39	1.17	340.39
840	S13	160	160	160	0.30823	0.31684	0.26497	63.08	1.01	-0.61	1.18	328.98
841	S14	15	15	30	0.06011	0.05869	0.04966	29.08	3.95	-0.65	4	350.63
842	S15	160	160	127	0.29122	0.30085	0.22065	61.73	0.44	5.17	5.18	85.18
843	S16	255	249	255	0.77707	0.79782	0.69724	91.59	1.56	-3.58	3.91	293.56
844	S1	160	127	30	0.21213	0.21495	0.08748	53.49	2.33	25.15	25.26	84.71
845	S2	30	30	30	0.06932	0.06724	0.05386	31.17	4.58	0.8	4.65	9.91
846	S3	160	94	127	0.23502	0.22417	0.17131	54.47	8.6	3.07	9.13	19.66
847	S4	63	94	0	0.11667	0.12878	0.05658	42.58	-5.2	19.14	19.83	105.19
848	S5	160	94	94	0.22519	0.21679	0.15498	53.69	7.55	5.61	9.4	36.64
849	S6	252	237	252	0.74562	0.75787	0.66429	89.76	3.07	-3.7	4.81	309.67
850	S7	160	94	63	0.19667	0.18333	0.10149	49.9	10.28	14.15	17.49	54.01
851	S8	160	127	255	0.40263	0.3894	0.54864	68.71	8.6	-28.51	29.78	286.79
852	S9	247	232	247	0.71577	0.72714	0.63798	88.31	3.11	-3.71	4.84	309.95
853	S10	127	160	127	0.2665	0.28121	0.21817	60	-1.89	2.67	3.27	125.25
854	S11	249	255	255	0.75338	0.78978	0.68991	91.22	-1.65	-3.54	3.91	244.96
855	S12	127	224	127	0.36894	0.42991	0.29584	71.55	-14.37	8.87	16.89	148.32
856	S13	244	255	255	0.72863	0.77078	0.68958	90.36	-3.02	-5.01	5.84	238.92
857	S14	160	63	160	0.20332	0.17986	0.15572	49.48	15.37	-1.82	15.47	353.25
858	S15	237	252	252	0.69084	0.73483	0.66691	88.68	-3.79	-5.82	6.94	236.92
859	S16	160	63	191	0.23407	0.20422	0.19327	52.31	17.47	-5.5	18.31	342.51
860	S1	232	247	247	0.67423	0.71641	0.64842	87.8	-3.6	-5.6	6.66	237.25
861	S2	142	142	127	0.27046	0.27566	0.20919	59.49	1.89	3.59	4.05	62.18
862	S3	249	249	255	0.7496	0.77559	0.69617	90.58	0.36	-5.22	5.24	273.94
863	S4	30	0	0	0.0569	0.05296	0.03987	27.56	6.9	2.27	7.26	18.17
864	S5	142	127	142	0.25651	0.25613	0.20446	57.67	4.04	1.4	4.27	19.11
865	S6	255	30	30	0.42809	0.28673	0.11836	60.49	51.73	27.19	58.44	27.73
866	S7	124	109	124	0.21843	0.21616	0.16949	53.62	4.73	2.03	5.15	23.19
867	S8	237	237	252	0.67819	0.70257	0.66787	87.12	0.17	-8.58	8.59	271.11
868	S9	127	142	142	0.25493	0.26048	0.21136	58.08	1.59	0.71	1.74	24.21
869	S10	232	232	247	0.65179	0.67542	0.63959	85.78	0.12	-8.24	8.24	270.84
870	S11	109	124	124	0.21494	0.21778	0.17393	53.79	2.35	1.31	2.69	29.11
871	S12	249	255	249	0.76162	0.79791	0.66201	91.59	-1.56	-0.33	1.6	192.09
872	S13	127	127	142	0.24421	0.24524	0.20214	56.61	3.38	0.05	3.38	0.84
873	S14	244	255	244	0.73847	0.7814	0.63385	90.84	-3.07	1.05	3.25	161.11
874	T1	109	109	124	0.19802	0.20027	0.16542	51.87	2.46	-0.04	2.46	359.12
875	T2	237	252	237	0.70699	0.75422	0.61056	89.59	-4.26	1.16	4.42	164.77
876	T3	127	142	127	0.24625	0.25513	0.20439	57.57	0.11	1.25	1.25	85.1
877	T4	232	247	232	0.68348	0.72815	0.58925	88.36	-4.01	1.17	4.18	163.78
878	T5	109	124	109	0.208	0.21438	0.16878	53.43	0.62	1.86	1.96	71.55
879	T6	255	249	249	0.77378	0.79829	0.66671	91.61	0.81	-0.74	1.1	317.5
880	T7	15	30	15	0.05745	0.05902	0.04464	29.16	0.62	2.23	2.31	74.49
881	T8	127	160	160	0.26867	0.28306	0.24806	60.16	-1.72	-2.66	3.16	237.16
882	T9	142	127	127	0.24696	0.25015	0.19689	57.09	2.49	1.97	3.17	38.38
883	T10	63	30	0	0.08565	0.07994	0.04865	33.97	7.7	8.32	11.33	47.21
884	T11	124	109	109	0.20487	0.20639	0.16089	52.55	2.88	2.22	3.63	37.69
885	T12	252	237	237	0.72653	0.74329	0.5906	89.08	2.06	2.27	3.07	47.73
886	T13	30	15	15	0.05967	0.05722	0.04403	28.7	5.09	1.77	5.39	19.21
887	T14	160	94	160	0.24147	0.23169	0.19592	55.25	8.06	-1	8.12	352.91
888	T15	247	232	232	0.7052	0.72127	0.56816	88.03	2.08	2.76	3.46	52.91
889	T16	0	0	20	0.05009	0.04877	0.0421	26.38	3.89	-1.11	4.05	344.15
890	T1	160	160	94	0.27283	0.28549	0.18708	60.38	-0.98	9.74	9.79	95.73
891	T2	0	20	0	0.04597	0.04744	0.03546	25.99	0.31	2.35	2.37	82.49
892	T3	160	127	224	0.34693	0.34119	0.3872	65.06	6.24	-15.66	16.86	291.73
893	T4	20	0	0	0.04602	0.04491	0.03367	25.23	3.64	2.24	4.27	31.6
894	T5	160	127	191	0.28994	0.28832	0.26764	60.63	4.66	-5.29	7.05	311.4
895	T6	0	0	10	0.04262	0.04218	0.03328	24.38	2.75	1.03	2.93	20.55
896	T7	160	127	160	0.26901	0.26942	0.22372	58.92	3.78	-0.27	3.79	355.92
897	T8	0	10	0	0.04332	0.0438	0.03341	24.89	1.49	1.82	2.36	50.68
898	T9	160	94	191	0.26524	0.25399	0.23701	57.46	8.53	-5.3	10.04	328.17
899	T10	10	0	0	0.04403	0.04336	0.03336	24.75	3.06	1.62	3.46	27.87
900	T11	0	30	0	0.04849	0.05087	0.03719	26.98	-0.71	2.93	3.01	103.56
901	T12	255	191	127	0.6337	0.59523	0.2818	81.58	14.12	28.44	31.76	63.6
902	T13	127	127	127	0.23044	0.23574	0.18997	55.66	1.41	0.97	1.72	34.54
903	T14	244	244	244	0.71796	0.74553	0.64891	89.18	-0.19	-3.25	3.26	266.7
904	T15	109	109	109	0.19318	0.19529	0.1538	51.3	2.48	1.79	3.06	35.85
905	T16	237	237	237	0.67874	0.70484	0.61197	87.23	-0.19	-3.04	3.05	266.39
906	T1	30	30	30	0.0726	0.07085	0.05682	32	4.24	0.78	4.31	10.48
907	T2	232	232	232	0.6543	0.68056	0.58546	86.03	-0.43	-2.46	2.49	260.13
908	T3	15	15	15	0.05578	0.05526	0.04348	28.18	2.93	1.2	3.16	22.25
909	T4	255	255	255	0.7866	0.81533	0.70328	92.37	0.09	-2.78	2.78	271.82
910	T5	127	127	127	0.23827	0.24408	0.19593	56.49	1.29	1.15	1.73	41.56
911	T6	30	30	0	0.06399	0.0643	0.04299	30.47	2.12	5.43	5.83	68.67
912	T7	160	94	224	0.32122	0.30322	0.34803	61.93	10.7	-15.62	18.94	304.42
913	T8	224	94	0	0.29698	0.24547	0.06673	56.63	24.6	38.74	45.89	57.58
914	T9	94	94	127	0.17765	0.17719	0.15205	49.15	3.67	-1.47	3.96	338.14
915	T10	224	63	0	0.26092	0.1974	0.06423	51.54	32.28	31.06	44.79	43.9
916	T11	142	142	142	0.26764	0.27591	0.22369	59.52	0.65	0.76	1.01	49.53
END_DATA
